Date,domestic passengers_log_diff,international passenegrs_log_diff,domestic freight(in tonne)_log_diff,international freight(in tonne)_log_diff,GDP (in dollars)_log_diff,Population,Jet Fuel Price per Gallon_log_diff,Inflation Rate _log_diff,Unemployement Rate_log_diff,Rupees Exchange Rate_log_diff
2018-01-04,-0.006023823867693068,-0.030283486323989806,-0.03677076795677792,-0.011619439907212481,0.0,1374659064,0.09109415343713323,0.0,0.0,0.009485995244366663
2018-01-05,0.029463284765995468,0.013234591505804971,0.10730601655214933,0.0013651050975500567,0.0,1374659064,0.09544071868963933,0.0,0.0,0.027633534850898478
2018-01-06,-0.04590736964587805,-0.03563899511520674,0.015127354291456285,-0.07025607105950726,0.0,1374659064,-0.026946800167824136,0.0,0.0,0.004138956389094339
2018-01-07,0.03222454369772265,0.0549187244896725,0.0315138474402481,0.06056914262446611,0.0,1374659064,0.017074097518876563,0.0,0.0,0.01318893678291655
2018-01-08,-0.029492800089499838,0.0031382583134504927,-0.02238660806210646,0.005464244253586159,0.0,1374659064,0.021551966643059473,0.0,0.0,0.013591880728665018
2018-01-09,0.00392278005909219,-0.08209493121610478,0.007463280404797601,-0.015926200041427307,0.0,1374659064,0.07203479860712036,0.0,0.0,0.03735195676957215
2018-01-10,0.038130936698618,0.03130593519456326,0.05293656245071077,0.06392162453327366,0.0,1374659064,0.045091630774328095,0.0,0.0,0.01755393401209293
2018-01-11,-0.016988003056848555,0.06385528847339828,-0.17489771827341904,-0.06070986178968063,0.0,1374659064,-0.16989679985660366,0.0,0.0,-0.02505292763198419
2018-01-12,0.08607466917095863,0.12211587489481168,0.04720980720723844,0.028720577342467024,0.0,1374659064,-0.15092277652963215,0.0,0.0,-0.012765832338605065
2019-01-01,-0.01439061638453154,0.01310133220208165,-0.04322020516767644,-0.14985071231503966,0.04791952419932244,1389030312,0.04945192642280993,-0.054772489654118406,-0.1613661916179665,-0.0016956341493816751
2019-01-02,-0.09654367804387576,-0.15910846134343615,-0.0713861656419148,0.0586306645043706,0.0,1389030312,0.0767585522833274,0.0,0.0,0.006484375695030131
2019-01-03,0.02065401719009685,-0.012697888279523895,0.1355434589376756,-0.009596907690230694,0.0,1389030312,-0.030847327389122547,0.0,0.0,0.0
2019-01-04,-0.05245583571550938,-0.1375628149479553,-0.08618809540017125,-0.33995777517964676,0.0,1389030312,0.03793929643019034,0.0,0.0,-0.023888523984943788
2019-01-05,0.10256702769988024,-0.03251786649026123,0.10797619664694302,-0.10914378569859018,0.0,1389030312,0.002619326293844537,0.0,0.0,-0.0011519079747435157
2019-01-06,-0.01345310320766302,0.02098376265658608,-0.043030938260852025,-0.14412786395365274,0.0,1389030312,-0.08686605983468354,0.0,0.0,0.005316486407135557
2019-01-07,-0.010516459329689809,0.010725059316955665,0.0485502505984865,0.1420487530638468,0.0,1389030312,0.042364752497666025,0.0,0.0,-0.005604670847170645
2019-01-08,-0.009077534811474663,0.07656823029217108,-0.0012119447057159505,-0.08618394008176367,0.0,1389030312,-0.02749605234665964,0.0,0.0,-0.009411493489769995
2019-01-09,-0.023116994139876113,-0.04945652194636985,-0.015640910135029884,0.024924979022213023,0.0,1389030312,0.04451966321863221,0.0,0.0,0.03502108769409418
2019-01-10,0.06668326226271759,0.05864461000580512,0.057444232804163775,0.056930965775503495,0.0,1389030312,-0.012475736740556798,0.0,0.0,0.001684210924430829
2019-01-11,0.05002038099598849,0.06456087302757574,-0.11455311921829114,-0.00036586959770446015,0.0,1389030312,-0.014780095353891909,0.0,0.0,-0.004215857846210369
2019-01-12,0.00542848194179868,0.09686351323142972,-0.023738450455224935,0.04762197029077697,0.0,1389030312,0.03373268332351209,0.0,0.0,0.0067368675847578885
2020-01-01,-0.018098831179415242,-0.013437365017221481,0.030156218373091903,-0.03675540639993713,-0.058361867259790756,1402617695,-0.061278776067059226,0.5736871362931928,0.1884471502206373,-0.004626716981125156
2020-01-02,-0.033212514867557275,-0.17785446983055664,-0.03849136827201427,-0.003418806748786807,0.0,1402617695,-0.16175347244776983,0.0,0.0,0.0016849203649194067
2020-01-03,-0.4662883445285182,-0.7506889495894917,-0.3235359188696645,-0.40764681382004575,0.0,1402617695,-0.42032172333976536,0.0,0.0,0.003501158957738504
2020-01-04,0.0,-4.214109534254339,-1.1574142386852557,-1.606711523208772,0.0,1402617695,-0.4278112101648599,0.0,0.0,0.041353099090454926
2020-01-05,-3.3244767423480184,1.5114466148014625,-0.14208079704502197,0.8718318973925969,0.0,1402617695,0.11698855365294536,0.0,0.0,0.021497643173948866
2020-01-06,1.9614654316456637,1.3391464562109636,0.9980148421216715,0.10064871686797439,0.0,1402617695,0.36040593274663335,0.0,0.0,-0.00671806517981377
2020-01-07,0.06046532720118236,0.32541621727076375,0.04148548976354682,0.18723665306971782,0.0,1402617695,0.08866726584166962,0.0,0.0,0.0006606329103320263
2020-01-08,0.2956191840541287,0.0011277946940744243,0.09016110599449512,0.0026796605559553655,0.0,1402617695,0.020930430657432275,0.0,0.0,-0.01035590773899564
